x,transfer,erc20_transfer,non_erc20_single_call,multi_call,other
7700000,39.225970516946795,34.53729089680932,9.52040370326221,16.211705805221122,0.5046290777605594
7800000,36.971093422706325,41.00544616673648,7.591118558860495,14.180980310012567,0.25136154168412234
7900000,39.19593302551187,39.97015064595868,8.12928501469148,12.466769273821184,0.23786204001679023
8000000,37.40287615368105,43.18952564928097,7.280532303069329,11.684910925091222,0.44215496887744155
8100000,36.744825140729574,43.15411550906432,6.223128407428749,13.408093612871768,0.46983732990558924
8200000,36.03873522015944,44.55620352041089,6.286448023112729,12.829704135680272,0.28890910063667
8300000,38.534951012741764,41.2609777146048,6.929285750545714,13.01588913142799,0.2588963906797299
8400000,34.80598410472183,47.089761570827484,5.989948574100047,11.87470780738663,0.2395979429640019
8500000,32.74263000993706,47.968422214861434,6.1444186816826765,12.97339074748813,0.17113834603069447
8600000,33.90285714285714,44.45142857142857,7.451428571428571,13.8,0.3942857142857143
8700000,30.361458724958375,46.36661474837532,8.061657446694237,14.920242762769215,0.2900263172028573
8800000,28.843501326259947,48.647214854111404,6.604774535809018,15.342175066312997,0.5623342175066313
8900000,29.931027638564977,46.39011561554111,7.7407830099737005,15.680047635587755,0.2580261003324567
9000000,28.904769638893402,46.0559796437659,8.86795517297385,15.75983974879541,0.4114557955714363
9100000,30.2321630804077,43.18233295583239,9.21291053227633,17.18573046432616,0.1868629671574179
9200000,29.974218136980156,43.21264432238539,9.98766954377312,16.511601838358928,0.31386615850241006
